,treatment,block,Year,species,group,percentcover
2172,Irrigated,B,6,Trisetum_flavescens,Grass,15
2173,Irrigated,B,6,Veronica_chamaedrys,Forbs,2
2174,Irrigated,B,6,Vicia_sativa,Legumes,2
2175,Irrigated,B,7,Agrimonia_eupatoria,Forbs,1
2176,Irrigated,B,7,Arrhenatherum_elatius,Grass,3
2177,Irrigated,B,7,Brachypodium_pinnatum,Grass,50
2178,Irrigated,B,7,Brachypodium_sylvaticum,Grass,12
2179,Irrigated,B,7,Bromus_commutatus,Grass,3
2180,Irrigated,B,7,Bromus_sterilis,Grass,2
2181,Irrigated,B,7,Clinopodium_vulgare,Forbs,2
2182,Irrigated,B,7,Crataegus_monogyna,Woody,4
2183,Irrigated,B,7,Crepis_capillaris,Forbs,1
2184,Irrigated,B,7,Geranium_columbinum,Forbs,1
2185,Irrigated,B,7,Geranium_dissectum,Forbs,1
2186,Irrigated,B,7,Holcus_lanatus,Grass,4
2187,Irrigated,B,7,Hypericum_hirsutum,Forbs,1
2188,Irrigated,B,7,Lotus_corniculatus,Legumes,2
2189,Irrigated,B,7,Luzula_campestris,Forbs,3
2190,Irrigated,B,7,Medicago_lupulina,Legumes,4
2191,Irrigated,B,7,Poa_trivialis,Grass,1
2192,Irrigated,B,7,Potentilla_reptans,Forbs,4
2193,Irrigated,B,7,Prunella_vulgaris,Forbs,1
2194,Irrigated,B,7,Rubus_fruticosus,Forbs,2
2195,Irrigated,B,7,Senecio_erucifolius,Forbs,1
2196,Irrigated,B,7,Taraxacum_sect._vulgaria,Forbs,1
2197,Irrigated,B,7,Tragopogon_pratensis,Forbs,1
2198,Irrigated,B,7,Trifolium_pratense,Legumes,2
2199,Irrigated,B,7,Trifolium_repens,Legumes,6
2200,Irrigated,B,7,Trisetum_flavescens,Grass,12
2201,Irrigated,B,7,Veronica_chamaedrys,Forbs,1
2202,Irrigated,B,7,Vicia_sativa,Legumes,1
2203,Irrigated,C,1,Agrimonia_eupatoria,Forbs,4
2204,Irrigated,C,1,Arrhenatherum_elatius,Grass,4
2205,Irrigated,C,1,Brachypodium_pinnatum,Grass,25
2206,Irrigated,C,1,Bromus_hordaceus,Grass,8
2207,Irrigated,C,1,Centaurea_nigra,Forbs,1
2208,Irrigated,C,1,Cerastium_fontanum,Forbs,2
2209,Irrigated,C,1,Clinopodium_vulgare,Forbs,22
2210,Irrigated,C,1,Dactylis_glomerata,Grass,4
2211,Irrigated,C,1,Festuca_rubra,Grass,10
2212,Irrigated,C,1,Geranium_pusillum,Forbs,23
2213,Irrigated,C,1,Glechoma_hederacea,Forbs,0.1
2214,Irrigated,C,1,Holcus_lanatus,Grass,10
2215,Irrigated,C,1,Hypericum_perforatum,Forbs,5
2216,Irrigated,C,1,Jacobaea_vulgaris,Forbs,1
2217,Irrigated,C,1,Lotus_corniculatus,Legumes,5
2218,Irrigated,C,1,Medicago_lupulina,Legumes,16
2219,Irrigated,C,1,Pastinaca_sativa,Forbs,6
2220,Irrigated,C,1,Potentilla_reptans,Forbs,0.1
2221,Irrigated,C,1,Scorzoneroides_autumnalis,Forbs,1
2222,Irrigated,C,1,Trifolium_repens,Legumes,3
2223,Irrigated,C,1,Trisetum_flavescens,Grass,9
2224,Irrigated,C,1,Veronica_chamaedrys,Forbs,5
2225,Irrigated,C,1,Vicia_sativa,Legumes,6
2226,Irrigated,C,2,Agrimonia_eupatoria,Forbs,1
2227,Irrigated,C,2,Arrhenatherum_elatius,Grass,4
2228,Irrigated,C,2,Brachypodium_pinnatum,Grass,3
2229,Irrigated,C,2,Brachypodium_sylvaticum,Grass,3
2230,Irrigated,C,2,Bromus_hordaceus,Grass,10
2231,Irrigated,C,2,Clinopodium_vulgare,Forbs,7
2232,Irrigated,C,2,Festuca_rubra,Grass,15
2233,Irrigated,C,2,Galium_verum,Forbs,2
2234,Irrigated,C,2,Geranium_dissectum,Forbs,12
2235,Irrigated,C,2,Holcus_lanatus,Grass,2
2236,Irrigated,C,2,Jacobaea_vulgaris,Forbs,5
2237,Irrigated,C,2,Linum_catharticum,Forbs,6
2238,Irrigated,C,2,Lolium_perenne,Grass,2
2239,Irrigated,C,2,Medicago_lupulina,Legumes,7
2240,Irrigated,C,2,Odontites_vernus,Forbs,1
2241,Irrigated,C,2,Pastinaca_sativa,Forbs,3
2242,Irrigated,C,2,Poa_pratensis,Grass,2
2243,Irrigated,C,2,Potentilla_reptans,Forbs,5
2244,Irrigated,C,2,Prunella_vulgaris,Forbs,5
2245,Irrigated,C,2,Scorzoneroides_autumnalis,Forbs,2
2246,Irrigated,C,2,Taraxacum_sect_vulgaria,Forbs,2
2247,Irrigated,C,2,Trifolium_repens,Legumes,7
2248,Irrigated,C,2,Trisetum_flavescens,Grass,2
2249,Irrigated,C,2,Vicia_sativa,Legumes,2
2250,Irrigated,C,3,Agrimonia_eupatoria,Forbs,1
2251,Irrigated,C,3,Arrhenatherum_elatius,Grass,10
2252,Irrigated,C,3,Brachypodium_pinnatum,Grass,5
2253,Irrigated,C,3,Brachypodium_sylvaticum,Grass,3
2254,Irrigated,C,3,Cerastium_fontanum,Forbs,1
2255,Irrigated,C,3,Clinopodium_vulgare,Forbs,2
2256,Irrigated,C,3,Festuca_rubra,Grass,15
2257,Irrigated,C,3,Geranium_dissectum,Forbs,1
2258,Irrigated,C,3,Holcus_lanatus,Grass,1
2259,Irrigated,C,3,Lolium_perenne,Grass,3
2260,Irrigated,C,3,Lotus_corniculatus,Legumes,2
2261,Irrigated,C,3,Medicago_lupulina,Legumes,5
2262,Irrigated,C,3,Pastinaca_sativa,Forbs,2
2263,Irrigated,C,3,Senecio_erucifolius,Forbs,4
2264,Irrigated,C,3,Trifolium_repens,Legumes,25
2265,Irrigated,C,3,Trisetum_flavescens,Grass,3
2266,Irrigated,C,3,Veronica_chamaedrys,Forbs,1
2267,Irrigated,C,3,Vicia_sativa,Legumes,1
2268,Irrigated,C,4,Agrimonia_eupatoria,Forbs,1
2269,Irrigated,C,4,Agrostis_stolonifera,Grass,2
2270,Irrigated,C,4,Arrhenatherum_elatius,Grass,1
2271,Irrigated,C,4,Brachypodium_pinnatum,Grass,30
2272,Irrigated,C,4,Brachypodium_sylvaticum,Grass,2
2273,Irrigated,C,4,Bromus_commutatus,Grass,1
2274,Irrigated,C,4,Cerastium_fontanum,Forbs,1
2275,Irrigated,C,4,Clinopodium_vulgare,Forbs,1
2276,Irrigated,C,4,Crepis_capillaris,Forbs,1
2277,Irrigated,C,4,Dactylis_glomerata,Grass,3
2278,Irrigated,C,4,Festuca_rubra,Grass,8
2279,Irrigated,C,4,Galium_verum,Forbs,1
2280,Irrigated,C,4,Geranium_columbinum,Forbs,20
2281,Irrigated,C,4,Holcus_lanatus,Grass,1
2282,Irrigated,C,4,Hypericum_perforatum,Forbs,1
2283,Irrigated,C,4,Lolium_perenne,Grass,4
2284,Irrigated,C,4,Lotus_corniculatus,Legumes,2
2285,Irrigated,C,4,Medicago_lupulina,Legumes,2
2286,Irrigated,C,4,Poa_trivialis,Grass,1
2287,Irrigated,C,4,Potentilla_reptans,Forbs,15
2288,Irrigated,C,4,Primula_veris,Forbs,3
2289,Irrigated,C,4,Senecio_erucifolius,Forbs,2
2290,Irrigated,C,4,Trifolium_pratense,Legumes,1
2291,Irrigated,C,4,Trifolium_repens,Legumes,3
2292,Irrigated,C,4,Trisetum_flavescens,Grass,5
2293,Irrigated,C,4,Vicia_sativa,Legumes,1
2294,Irrigated,C,5,Agrimonia_eupatoria,Forbs,2
2295,Irrigated,C,5,Agrostis_stolonifera,Grass,1
2296,Irrigated,C,5,Arrhenatherum_elatius,Grass,1
2297,Irrigated,C,5,Brachypodium_pinnatum,Grass,18
2298,Irrigated,C,5,Brachypodium_sylvaticum,Grass,1
2299,Irrigated,C,5,Bromus_commutatus,Grass,4
2300,Irrigated,C,5,Cerastium_fontanum,Forbs,1
2301,Irrigated,C,5,Clinopodium_vulgare,Forbs,1
2302,Irrigated,C,5,Crepis_capillaris,Forbs,3
2303,Irrigated,C,5,Festuca_rubra,Grass,12
2304,Irrigated,C,5,Galium_pumilum,Forbs,1
2305,Irrigated,C,5,Galium_verum,Forbs,1
2306,Irrigated,C,5,Geranium_columbinum,Forbs,2
2307,Irrigated,C,5,Geranium_dissectum,Forbs,1
2308,Irrigated,C,5,Holcus_lanatus,Grass,2
2309,Irrigated,C,5,Linum_catharticum,Forbs,2
2310,Irrigated,C,5,Lolium_perenne,Grass,2
2311,Irrigated,C,5,Lotus_corniculatus,Legumes,1
2312,Irrigated,C,5,Medicago_lupulina,Legumes,4
2313,Irrigated,C,5,Orobanche_minor,Forbs,1
2314,Irrigated,C,5,Potentilla_reptans,Forbs,8
2315,Irrigated,C,5,Primula_veris,Forbs,2
2316,Irrigated,C,5,Senecio_erucifolius,Forbs,2
2317,Irrigated,C,5,Trifolium_repens,Legumes,1
2318,Irrigated,C,5,Trisetum_flavescens,Grass,2
2319,Irrigated,C,5,Vicia_sativa,Legumes,1
2320,Irrigated,C,6,Agrimonia_eupatoria,Forbs,2
2321,Irrigated,C,6,Arrhenatherum_elatius,Grass,2
2322,Irrigated,C,6,Brachypodium_pinnatum,Grass,18
2323,Irrigated,C,6,Brachypodium_sylvaticum,Grass,1
2324,Irrigated,C,6,Bromus_commutatus,Grass,3
2325,Irrigated,C,6,Bromus_sterilis,Grass,1
2326,Irrigated,C,6,Cerastium_fontanum,Forbs,1
2327,Irrigated,C,6,Crepis_capillaris,Forbs,1
2328,Irrigated,C,6,Dactylis_glomerata,Grass,1
2329,Irrigated,C,6,Festuca_rubra,Grass,6
2330,Irrigated,C,6,Galium_verum,Forbs,2
2331,Irrigated,C,6,Geranium_columbinum,Forbs,1
2332,Irrigated,C,6,Geranium_dissectum,Forbs,1
2333,Irrigated,C,6,Holcus_lanatus,Grass,1
2334,Irrigated,C,6,Linum_catharticum,Forbs,1
2335,Irrigated,C,6,Lolium_perenne,Grass,1
2336,Irrigated,C,6,Lotus_corniculatus,Legumes,2
2337,Irrigated,C,6,Medicago_lupulina,Legumes,35
2338,Irrigated,C,6,Orobanche_minor,Forbs,1
2339,Irrigated,C,6,Pastinaca_sativa,Forbs,2
2340,Irrigated,C,6,Phleum_bertinolii,Grass,1
2341,Irrigated,C,6,Potentilla_reptans,Forbs,4
2342,Irrigated,C,6,Primula_veris,Forbs,2
2343,Irrigated,C,6,Senecio_erucifolius,Forbs,2
2344,Irrigated,C,6,Taraxacum_sect_vulgaria,Forbs,1
2345,Irrigated,C,6,Trifolium_pratense,Legumes,1
2346,Irrigated,C,6,Trifolium_repens,Legumes,10
2347,Irrigated,C,6,Trisetum_flavescens,Grass,12
2348,Irrigated,C,6,Vicia_sativa,Legumes,1
2349,Irrigated,C,7,Agrimonia_eupatoria,Forbs,2
2350,Irrigated,C,7,Arrhenatherum_elatius,Grass,2
2351,Irrigated,C,7,Brachypodium_pinnatum,Grass,18
2352,Irrigated,C,7,Bromus_commutatus,Grass,3
2353,Irrigated,C,7,Bromus_sterilis,Grass,1
2354,Irrigated,C,7,Cerastium_fontanum,Forbs,1
2355,Irrigated,C,7,Crepis_capillaris,Forbs,2
2356,Irrigated,C,7,Dactylis_glomerata,Grass,1
2357,Irrigated,C,7,Festuca_rubra,Grass,10
2358,Irrigated,C,7,Galium_verum,Forbs,3
2359,Irrigated,C,7,Geranium_columbinum,Forbs,1
2360,Irrigated,C,7,Geranium_dissectum,Forbs,1
2361,Irrigated,C,7,Lolium_perenne,Grass,1
2362,Irrigated,C,7,Lotus_corniculatus,Legumes,2
2363,Irrigated,C,7,Medicago_lupulina,Legumes,22
2364,Irrigated,C,7,Potentilla_reptans,Forbs,4
2365,Irrigated,C,7,Primula_veris,Forbs,1
2366,Irrigated,C,7,Prunella_vulgaris,Forbs,1
2367,Irrigated,C,7,Senecio_erucifolius,Forbs,1
2368,Irrigated,C,7,Taraxacum_sect._vulgaria,Forbs,1
2369,Irrigated,C,7,Trifolium_repens,Legumes,10
2370,Irrigated,C,7,Trisetum_flavescens,Grass,25
2371,Irrigated,C,7,Vicia_sativa,Legumes,1
2372,Irrigated,D,1,Agrimonia_eupatoria,Forbs,15
2373,Irrigated,D,1,Arrhenatherum_elatius,Grass,6
2374,Irrigated,D,1,Brachypodium_sylvaticum,Grass,3
2375,Irrigated,D,1,Centaurea_nigra,Forbs,1
2376,Irrigated,D,1,Centaurea_scabiosa,Forbs,0.1
2377,Irrigated,D,1,Cerastium_fontanum,Forbs,0.1
2378,Irrigated,D,1,Cirsium_eriophorum,Forbs,1
2379,Irrigated,D,1,Clinopodium_vulgare,Forbs,25
2380,Irrigated,D,1,Dactylis_glomerata,Grass,25
2381,Irrigated,D,1,Festuca_rubra,Grass,20
2382,Irrigated,D,1,Geranium_dissectum,Forbs,2
2383,Irrigated,D,1,Geranium_pusillum,Forbs,0.1
2384,Irrigated,D,1,Holcus_lanatus,Grass,1
2385,Irrigated,D,1,Jacobaea_vulgaris,Forbs,0.1
2386,Irrigated,D,1,Medicago_lupulina,Legumes,3
2387,Irrigated,D,1,Poa_trivialis,Grass,15
2388,Irrigated,D,1,Ranunculus_acris,Forbs,0.1
2389,Irrigated,D,1,Trifolium_repens,Legumes,5
2390,Irrigated,D,1,Trisetum_flavescens,Grass,25
2391,Irrigated,D,1,Veronica_chamaedrys,Forbs,3
2392,Irrigated,D,1,Vicia_sativa,Legumes,2
2393,Irrigated,D,2,Agrimonia_eupatoria,Forbs,4
2394,Irrigated,D,2,Anacamptis_pyramidalis,Forbs,1
2395,Irrigated,D,2,Arrhenatherum_elatius,Grass,10
2396,Irrigated,D,2,Brachypodium_sylvaticum,Grass,5
2397,Irrigated,D,2,Cirsium_vulgare,Forbs,6
2398,Irrigated,D,2,Clinopodium_vulgare,Forbs,12
2399,Irrigated,D,2,Crataegus_monogyna,Woody,3
2400,Irrigated,D,2,Dactylis_glomerata,Grass,5
2401,Irrigated,D,2,Festuca_rubra,Grass,5
2402,Irrigated,D,2,Geranium_dissectum,Forbs,3
2403,Irrigated,D,2,Holcus_lanatus,Grass,20
2404,Irrigated,D,2,Jacobaea_vulgaris,Forbs,2
2405,Irrigated,D,2,Linum_catharticum,Forbs,1
2406,Irrigated,D,2,Myosotis_arvensis,Forbs,1
2407,Irrigated,D,2,Poa_pratensis,Grass,5
2408,Irrigated,D,2,Poa_trivialis,Grass,2
2409,Irrigated,D,2,Ranunculus_acris,Forbs,1
2410,Irrigated,D,2,Sanguisorba_minor,Forbs,1
2411,Irrigated,D,2,Scorzoneroides_autumnalis,Forbs,6
2412,Irrigated,D,2,Taraxacum_sect_vulgaria,Forbs,1
2413,Irrigated,D,2,Trifolium_pratense,Legumes,3
2414,Irrigated,D,2,Trifolium_repens,Legumes,7
2415,Irrigated,D,2,Trisetum_flavescens,Grass,5
2416,Irrigated,D,2,Veronica_chamaedrys,Forbs,3
2417,Irrigated,D,2,Vicia_sativa,Legumes,1
2418,Irrigated,D,3,Agrimonia_eupatoria,Forbs,3
2419,Irrigated,D,3,Arrhenatherum_elatius,Grass,30
2420,Irrigated,D,3,Brachypodium_sylvaticum,Grass,1
2421,Irrigated,D,3,Centaureum_erythraea,Forbs,1
2422,Irrigated,D,3,Cirsium_eriophorum,Forbs,4
2423,Irrigated,D,3,Clinopodium_vulgare,Forbs,2
2424,Irrigated,D,3,Crataegus_monogyna,Woody,1
2425,Irrigated,D,3,Crepis_capillaris,Forbs,1
2426,Irrigated,D,3,Dactylis_glomerata,Grass,20
2427,Irrigated,D,3,Festuca_rubra,Grass,10
2428,Irrigated,D,3,Geranium_columbinum,Forbs,1
2429,Irrigated,D,3,Geranium_dissectum,Forbs,1
2430,Irrigated,D,3,Glechoma_hederacea,Forbs,1
2431,Irrigated,D,3,Holcus_lanatus,Grass,10
2432,Irrigated,D,3,Hyacinthoides_non_scripta,Forbs,1
2433,Irrigated,D,3,Hypericum_perforatum,Forbs,1
2434,Irrigated,D,3,Knautia_arvensis,Forbs,1
2435,Irrigated,D,3,Lolium_perenne,Grass,1
2436,Irrigated,D,3,Luzula_campestris,Forbs,1
2437,Irrigated,D,3,Medicago_lupulina,Legumes,2
2438,Irrigated,D,3,Pastinaca_sativa,Forbs,1
2439,Irrigated,D,3,Poa_trivialis,Grass,15
2440,Irrigated,D,3,Potentilla_reptans,Forbs,1
2441,Irrigated,D,3,Ranunculus_repens,Forbs,1
2442,Irrigated,D,3,Senecio_erucifolius,Forbs,1
2443,Irrigated,D,3,Taraxacum_sect_vulgaria,Forbs,1
2444,Irrigated,D,3,Trifolium_repens,Legumes,20
2445,Irrigated,D,3,Veronica_chamaedrys,Forbs,1
2446,Irrigated,D,3,Vicia_hirsuta,Legumes,1
2447,Irrigated,D,3,Vicia_sativa,Legumes,1
2448,Irrigated,D,4,Agrimonia_eupatoria,Forbs,5
2449,Irrigated,D,4,Agrostis_stolonifera,Grass,8
2450,Irrigated,D,4,Arrhenatherum_elatius,Grass,6
2451,Irrigated,D,4,Brachypodium_pinnatum,Grass,2
2452,Irrigated,D,4,Brachypodium_sylvaticum,Grass,5
2453,Irrigated,D,4,Bromus_commutatus,Grass,2
2454,Irrigated,D,4,Bromus_sterilis,Grass,2
2455,Irrigated,D,4,Cerastium_fontanum,Forbs,1
2456,Irrigated,D,4,Cirsium_eriophorum,Forbs,1
2457,Irrigated,D,4,Clinopodium_vulgare,Forbs,3
2458,Irrigated,D,4,Crataegus_monogyna,Woody,1
2459,Irrigated,D,4,Crepis_capillaris,Forbs,1
2460,Irrigated,D,4,Dactylis_glomerata,Grass,10
2461,Irrigated,D,4,Festuca_rubra,Grass,12
2462,Irrigated,D,4,Geranium_columbinum,Forbs,1
2463,Irrigated,D,4,Geranium_dissectum,Forbs,2
2464,Irrigated,D,4,Holcus_lanatus,Grass,4
2465,Irrigated,D,4,Hypericum_perforatum,Forbs,1
2466,Irrigated,D,4,Knautia_arvensis,Forbs,6
2467,Irrigated,D,4,Medicago_lupulina,Legumes,3
2468,Irrigated,D,4,Poa_trivialis,Grass,18
2469,Irrigated,D,4,Ranunculus_repens,Forbs,1
2470,Irrigated,D,4,Senecio_erucifolius,Forbs,1
2471,Irrigated,D,4,Taraxacum_sect_vulgaria,Forbs,6
2472,Irrigated,D,4,Trifolium_repens,Legumes,2
2473,Irrigated,D,4,Trisetum_flavescens,Grass,20
2474,Irrigated,D,4,Veronica_chamaedrys,Forbs,2
2475,Irrigated,D,4,Vicia_sativa,Legumes,1
2476,Irrigated,D,4,Viola_hirta,Forbs,1
2477,Irrigated,D,5,Agrimonia_eupatoria,Forbs,3
2478,Irrigated,D,5,Agrostis_stolonifera,Grass,4
2479,Irrigated,D,5,Arrhenatherum_elatius,Grass,8
2480,Irrigated,D,5,Brachypodium_pinnatum,Grass,2
2481,Irrigated,D,5,Bromus_commutatus,Grass,4
2482,Irrigated,D,5,Bromus_sterilis,Grass,2
2483,Irrigated,D,5,Cerastium_fontanum,Forbs,1
2484,Irrigated,D,5,Clematis_vitalba,Woody,1
2485,Irrigated,D,5,Clinopodium_vulgare,Forbs,2
2486,Irrigated,D,5,Crataegus_monogyna,Woody,1
2487,Irrigated,D,5,Crepis_capillaris,Forbs,5
2488,Irrigated,D,5,Dactylis_glomerata,Grass,1
2489,Irrigated,D,5,Festuca_rubra,Grass,8
2490,Irrigated,D,5,Geranium_columbinum,Forbs,1
2491,Irrigated,D,5,Holcus_lanatus,Grass,4
2492,Irrigated,D,5,Hypericum_perforatum,Forbs,1
2493,Irrigated,D,5,Knautia_arvensis,Forbs,4
2494,Irrigated,D,5,Linum_catharticum,Forbs,2
2495,Irrigated,D,5,Lotus_corniculatus,Legumes,2
2496,Irrigated,D,5,Luzula_campestris,Forbs,1
2497,Irrigated,D,5,Medicago_lupulina,Legumes,3
2498,Irrigated,D,5,Poa_trivialis,Grass,3
2499,Irrigated,D,5,Senecio_erucifolius,Forbs,1
2500,Irrigated,D,5,Taraxacum_sect_vulgaria,Forbs,2
2501,Irrigated,D,5,Trifolium_pratense,Legumes,1
2502,Irrigated,D,5,Trifolium_repens,Legumes,2
2503,Irrigated,D,5,Trisetum_flavescens,Grass,35
2504,Irrigated,D,5,Veronica_chamaedrys,Forbs,1
2505,Irrigated,D,5,Vicia_sativa,Legumes,1
2506,Irrigated,D,6,Agrimonia_eupatoria,Forbs,8
2507,Irrigated,D,6,Agrostis_stolonifera,Grass,1
2508,Irrigated,D,6,Arrhenatherum_elatius,Grass,4
2509,Irrigated,D,6,Brachypodium_pinnatum,Grass,1
2510,Irrigated,D,6,Brachypodium_sylvaticum,Grass,3
2511,Irrigated,D,6,Bromus_commutatus,Grass,8
2512,Irrigated,D,6,Bromus_sterilis,Grass,3
2513,Irrigated,D,6,Cerastium_fontanum,Forbs,2
2514,Irrigated,D,6,Cirsium_eriophorum,Forbs,2
2515,Irrigated,D,6,Clematis_vitalba,Woody,1
2516,Irrigated,D,6,Clinopodium_vulgare,Forbs,1
2517,Irrigated,D,6,Crepis_capillaris,Forbs,1
2518,Irrigated,D,6,Dactylis_glomerata,Grass,1
2519,Irrigated,D,6,Festuca_rubra,Grass,10
2520,Irrigated,D,6,Geranium_columbinum,Forbs,1
2521,Irrigated,D,6,Geranium_dissectum,Forbs,1
2522,Irrigated,D,6,Holcus_lanatus,Grass,2
2523,Irrigated,D,6,Hypericum_perforatum,Forbs,1
2524,Irrigated,D,6,Knautia_arvensis,Forbs,2
2525,Irrigated,D,6,Linum_catharticum,Forbs,1
2526,Irrigated,D,6,Lolium_perenne,Grass,1
2527,Irrigated,D,6,Lotus_corniculatus,Legumes,4
2528,Irrigated,D,6,Luzula_campestris,Forbs,1
2529,Irrigated,D,6,Medicago_lupulina,Legumes,30
2530,Irrigated,D,6,Pastinaca_sativa,Forbs,4
2531,Irrigated,D,6,Ranunculus_repens,Forbs,1
2532,Irrigated,D,6,Senecio_erucifolius,Forbs,1
2533,Irrigated,D,6,Taraxacum_sect_vulgaria,Forbs,2
2534,Irrigated,D,6,Tragopogon_pratensis,Forbs,1
2535,Irrigated,D,6,Trifolium_repens,Legumes,25
2536,Irrigated,D,6,Trisetum_flavescens,Grass,15
2537,Irrigated,D,6,Veronica_chamaedrys,Forbs,1
2538,Irrigated,D,6,Vicia_sativa,Legumes,2
2539,Irrigated,D,7,Agrimonia_eupatoria,Forbs,2
2540,Irrigated,D,7,Arrhenatherum_elatius,Grass,3
2541,Irrigated,D,7,Brachypodium_sylvaticum,Grass,2
2542,Irrigated,D,7,Bromus_commutatus,Grass,5
2543,Irrigated,D,7,Bromus_sterilis,Grass,8
2544,Irrigated,D,7,Cerastium_fontanum,Forbs,1
2545,Irrigated,D,7,Cirsium_eriophorum,Forbs,2
2546,Irrigated,D,7,Clematis_vitalba,Woody,1
2547,Irrigated,D,7,Clinopodium_vulgare,Forbs,1
2548,Irrigated,D,7,Crepis_capillaris,Forbs,1
2549,Irrigated,D,7,Dactylis_glomerata,Grass,3
2550,Irrigated,D,7,Festuca_rubra,Grass,20
2551,Irrigated,D,7,Geranium_dissectum,Forbs,1
2552,Irrigated,D,7,Holcus_lanatus,Grass,6
2553,Irrigated,D,7,Hypericum_hirsutum,Forbs,1
2554,Irrigated,D,7,Knautia_arvensis,Forbs,2
2555,Irrigated,D,7,Linum_catharticum,Forbs,1
2556,Irrigated,D,7,Lolium_perenne,Grass,1
2557,Irrigated,D,7,Lotus_corniculatus,Legumes,6
2558,Irrigated,D,7,Luzula_campestris,Forbs,1
2559,Irrigated,D,7,Medicago_lupulina,Legumes,10
2560,Irrigated,D,7,Pastinaca_sativa,Forbs,2
2561,Irrigated,D,7,Ranunculus_repens,Forbs,1
2562,Irrigated,D,7,Senecio_erucifolius,Forbs,1
2563,Irrigated,D,7,Taraxacum_sect._vulgaria,Forbs,2
2564,Irrigated,D,7,Tragopogon_pratensis,Forbs,1
2565,Irrigated,D,7,Trifolium_repens,Legumes,30
2566,Irrigated,D,7,Trisetum_flavescens,Grass,15
2567,Irrigated,D,7,Veronica_chamaedrys,Forbs,2
2568,Irrigated,D,7,Vicia_sativa,Legumes,1
2569,Irrigated,D,7,Viola_hirta,Forbs,1
2570,Irrigated,E,1,Agrimonia_eupatoria,Forbs,5
2571,Irrigated,E,1,Brachypodium_sylvaticum,Grass,5
2572,Irrigated,E,1,Cirsium_eriophorum,Forbs,12
2573,Irrigated,E,1,Clinopodium_vulgare,Forbs,12
2574,Irrigated,E,1,Dactylis_glomerata,Grass,5
2575,Irrigated,E,1,Geranium_dissectum,Forbs,16
2576,Irrigated,E,1,Geranium_pusillum,Forbs,6
2577,Irrigated,E,1,Holcus_lanatus,Grass,10
2578,Irrigated,E,1,Hypericum_perforatum,Forbs,5
2579,Irrigated,E,1,Medicago_lupulina,Legumes,12
2580,Irrigated,E,1,Pastinaca_sativa,Forbs,3
2581,Irrigated,E,1,Poa_pratensis,Grass,25
2582,Irrigated,E,1,Potentilla_reptans,Forbs,25
2583,Irrigated,E,1,Ranunculus_acris,Forbs,4
2584,Irrigated,E,1,Trifolium_pratense,Legumes,6
2585,Irrigated,E,1,Trifolium_repens,Legumes,9
2586,Irrigated,E,1,Trisetum_flavescens,Grass,35
2587,Irrigated,E,1,Veronica_chamaedrys,Forbs,3
2588,Irrigated,E,1,Vicia_sativa,Legumes,2
2589,Irrigated,E,2,Agrimonia_eupatoria,Forbs,2
2590,Irrigated,E,2,Arrhenatherum_elatius,Grass,5
2591,Irrigated,E,2,Brachypodium_pinnatum,Grass,25
2592,Irrigated,E,2,Brachypodium_sylvaticum,Grass,5
2593,Irrigated,E,2,Centaurea_nigra,Forbs,1
2594,Irrigated,E,2,Cerastium_fontanum,Forbs,3
2595,Irrigated,E,2,Clinopodium_vulgare,Forbs,4
2596,Irrigated,E,2,Cynosurus_cristatus,Grass,1
2597,Irrigated,E,2,Festuca_rubra,Grass,5
2598,Irrigated,E,2,Geranium_dissectum,Forbs,3
2599,Irrigated,E,2,Holcus_lanatus,Grass,1
2600,Irrigated,E,2,Linum_catharticum,Forbs,7
2601,Irrigated,E,2,Lolium_perenne,Grass,1
2602,Irrigated,E,2,Lotus_corniculatus,Legumes,5
2603,Irrigated,E,2,Scorzoneroides_autumnalis,Forbs,2
2604,Irrigated,E,2,Trifolium_pratense,Legumes,10
2605,Irrigated,E,2,Trifolium_repens,Legumes,5
2606,Irrigated,E,2,Tussilago_farfara,Forbs,3
2607,Irrigated,E,2,Veronica_chamaedrys,Forbs,2
2608,Irrigated,E,2,Vicia_sativa,Legumes,5
2609,Irrigated,E,3,Arrhenatherum_elatius,Grass,30
2610,Irrigated,E,3,Brachypodium_sylvaticum,Grass,25
2611,Irrigated,E,3,Cerastium_fontanum,Forbs,1
2612,Irrigated,E,3,Clinopodium_vulgare,Forbs,1
2613,Irrigated,E,3,Cynosurus_cristatus,Grass,1
2614,Irrigated,E,3,Festuca_rubra,Grass,5
2615,Irrigated,E,3,Galium_verum,Forbs,1
2616,Irrigated,E,3,Geranium_columbinum,Forbs,1
2617,Irrigated,E,3,Geranium_pusilum,Forbs,1
2618,Irrigated,E,3,Hypericum_hirsutum,Forbs,1
2619,Irrigated,E,3,Linum_catharticum,Forbs,1
2620,Irrigated,E,3,Lolium_perenne,Grass,1
2621,Irrigated,E,3,Medicago_lupulina,Legumes,5
2622,Irrigated,E,3,Prunella_vulgaris,Forbs,1
2623,Irrigated,E,3,Ranunculus_repens,Forbs,1
2624,Irrigated,E,3,Rubus_idaus,Forbs,1
2625,Irrigated,E,3,Trifolium_pratense,Legumes,3
2626,Irrigated,E,3,Trifolium_repens,Legumes,5
2627,Irrigated,E,3,Trisetum_flavescens,Grass,5
2628,Irrigated,E,3,Veronica_chamaedrys,Forbs,1
2629,Irrigated,E,3,Vicia_sativa,Legumes,1
